"Filing Date","Document Type","Filed By","Description"
"September 30, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317997720""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Francisco Bay Area Regional Energy Network,Marin Clean Energy","JOINT COMMENTS ON DRAFT REVISED RULEBOOK FOR NORMALIZED METERED ENERGY CONSUMPTION"
"September 30, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317997719""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Efficiency + Demand Management Council","OPENING COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING ISSUING DRAFT REVISED RULEBOOK FOR NORMALIZED METERED ENERGY CONSUMPTION AND INVITING COMMENTS ON POPULATION-LEVEL RULES, MEASUREMENT METHODS"
"September 30, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317700484""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company","Comments on Administrative Law Judge’s Ruling issuing draft revised rulebook for normalized metered energy consumption and inviting comments on population-level rules, measurement methods and calculation software."
"September 30, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317997713""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company","Comments on the Administrative Law Judge’s Ruling issuing draft revised rulebook for normalized metered energy consumption and inviting comments on population-level rules, measurement methods and calculation software."
"September 27, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460066""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/KAO/CPUC","E-mail Ruling Granting Motions for Party Status"
"September 26, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460483""><span style=""color:blue""><u>NOTICE</u></span></a>","CAL ADVOCATES/TRIMMING/CPUC","Three-Day Advance Notice of Ex Parte Communication"
"September 25, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460606""><span style=""color:blue""><u>NOTICE</u></span></a>","CAL ADVOCATES/TRIMMING/CPUC","Three-Day Advance Notice of Ex Parte Communication"
"September 24, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=315278487""><span style=""color:blue""><u>MOTION</u></span></a>","kW Engineering Inc.","Motion for Party Status of kW Engineering Inc."
"September 24, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316459722""><span style=""color:blue""><u>NOTICE</u></span></a>","Pacific Gas and Electric Company","Three-Day Advance Notice of Ex Parte Communication"
"September 24, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460030""><span style=""color:blue""><u>MOTION</u></span></a>","Power TakeOff","Motion for Party Status of Power TakeOff"
"September 23, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=315278831""><span style=""color:blue""><u>MOTION</u></span></a>","Recurve Analytics, Inc.","Motion for Party Status of Recurve Analytics, Inc. "
"September 20, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317684165""><span style=""color:blue""><u>COMMENTS</u></span></a>","Gridium Inc.","REPLY COMMENTS TO DRAFT REVISED RULEBOOK FOR NORMALIZED METERED ENERGY CONSUMPTION"
"September 09, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=312540455""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","E-mail Ruling Granting Motion for Party Status of Gridium Inc."
"September 04, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=312321921""><span style=""color:blue""><u>MOTION</u></span></a>","Gridium Inc.","Motion for Party Status of Gridium Inc. "
"August 30, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460157""><span style=""color:blue""><u>EXPARTE</u></span></a>","Association of Bay Area Governments","ABAG noticed an oral ex parte communication with Rachel Peterson, Chief of Staff and Advisor to Commissioner Randolph on August 29, 2019."
"August 29, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311581553""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/KAO/CPUC","Administrative Law Judge’s Ruling issuing draft revised rulebook for normalized metered energy consumption and inviting comments on population-level rules, measurement methods and calculation software."
"August 23, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460372""><span style=""color:blue""><u>NOTICE</u></span></a>","Association of Bay Area Governments","Three-Day Advance Notice of Ex Parte Communication"
"August 23, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=320710787""><span style=""color:blue""><u>EXPARTE</u></span></a>","Commr Guzman Aceves/Staff Marina MacLatchie/CPUC","[Decisionmaker] Notice of Ex Parte Communication. Adenike Adeyeye, Advisor to Commissioner Guzman Aceves, Amy Reardon and Sarah Lerhaupt, Energy Division Staff had an ex parte communication with Southern California Gas Company on July 24, 2019 from 11:00 am to 1:30 pm."
"August 23, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=320382373""><span style=""color:blue""><u>EXPARTE</u></span></a>","Commr Guzman Aceves/Staff Marina MacLatchie/CPUC","[Decisionmaker] Notice of Ex Parte Communication. Maria Sotero, Advisor to Commissioner Guzman Aceves, Jennifer Kalafut, Amy Reardon, and Jessica Allison from the Energy Division had an ex parte communication with the Public Advocates Office on July 23, 2019 from 1:30 pm to 2:00 pm.  "
"August 19, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=317667898""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC/LEUWAM TESFAI/CHIEF OF STAFF TO CMMNR SHIROMA","[Decisionmaker] Notice of Ex Parte Communication. Leuwam Tesfai, Chief of Staff to Commissioner Shiroma had an ex parte communication with the Public Advocates Office on July 25, 2019 from 9:30 am to 10:00 am. "
"August 15, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311540642""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1908034 - Decision Adopting Energy Efficiency Goals For 2020-2030."
"August 14, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316458757""><span style=""color:blue""><u>EXPARTE</u></span></a>","California Efficiency + Demand Management Council","The Council noticed a couple of oral ex parte communications that occurred on the same date August 9, 2019, with:  (1) Rachel Peterson, Chief of Staff to Commissioner Randolph by telephone at 9:00 a.m.; and (2) Maria Sotero, Interim Energy Advisor to Commissioner Guzman Aceves in person at 2:00 p.m."
"August 14, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=320713405""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC / Commissioner Randolph's Office / Chief of Staff Peterson","[Decisionmaker] Notice of Ex Parte Communication. Commissioner Randolph’s Chief of Staff Rachel Peterson had an ex parte communication via teleconference with California Efficiency + Demand Management Council on August 9, 2019 at approximately 9:00 am. "
"August 12, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115175""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","Reply comments on Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 12, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460591""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Efficiency + Demand Management Council","Reply Comments"
"August 12, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311114303""><span style=""color:blue""><u>COMMENTS</u></span></a>","CAL ADVOCATES/TRIMMING/CPUC","Reply comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 12, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115515""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Francisco Bay Area Regional Energy Network,Marin Clean Energy","Reply comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 12, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115513""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Reply comments on Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 12, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311114302""><span style=""color:blue""><u>COMMENTS</u></span></a>","Small Business Utility Advocates","Reply comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 09, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=316460577""><span style=""color:blue""><u>REPLY</u></span></a>","CAL ADVOCATES/D.LEE/CPUC","Reply of the Public Advocates Office to the Response of Southern California Gas Company to the Motion of the Public Advocates Office for an Order to Show Cause."
"August 06, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310226700""><span style=""color:blue""><u>NOTICE</u></span></a>","California Efficiency + Demand Management Council","Three Working Days’ Advance Notice of Ex Parte Meetings"
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311024937""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC/Sandy Goldberg/Advisor","[By Decisionmaker] SUMMARY:  On July 26, 2019, Sandy Goldberg, advisor to Cmmr. Rechtschaffen, had a telephone communication with Southern California Gas Company representatives. "
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115612""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Regional Energy Network","Comments on Administrative Law Judge’s Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115611""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Efficiency + Demand Management Council","Opening comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115609""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Comments on Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115172""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Comments on Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311113172""><span style=""color:blue""><u>COMMENTS</u></span></a>","Small Business Utility Advocates","Comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115169""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Francisco Bay Area Regional Energy Network,Marin Clean Energy","Opening comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115498""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","Comments on Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115497""><span style=""color:blue""><u>COMMENTS</u></span></a>","CAL ADVOCATES/TRIMMING/CPUC","Comments on the Proposed Decision adopting energy efficiency goals for 2020-2030."
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310226852""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC/COMMR/PICKER","[By Decisionmaker] SUMMARY:  On July 24, 2019, Forest Kaser, advisor to Cmmr. Picker, had a meeting in San Francisco with Alexa Lucas of Southern California Gas Company. "
"August 05, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310226853""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC/COMMR/PICKER","[By Decisionmaker] SUMMARY:  On July 24, 2019, Forest Kaser, advisor to Cmmr. Picker, had a meeting in San Francisco with Henry Burton of the Public Advocates Office. "
"August 02, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310034922""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC,ALJ/KAO/CPUC","Administrative Law Judges’ Ruling on BlueGreen Alliance ‘s showing of significant financial hardship. The Notice of Intent to Claim Intervenor Compensation filed by BlueGreen Alliance is rejected. Additional guidance is provided to BlueGreen Alliance as is set forth. "
"August 01, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310064789""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC / Commissioner Randolph's Office / Chief of Staff Peterson","[By Decisionmaker] SUMMARY:  On July 24, 2019, Rachel Peterson, advisor to Cmmr. Randolph, and intern Gregory Von Wald met in San Francisco with Public Advocates Office representatives."
"August 01, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310159146""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1908009 - Decision Modifying The Energy Efficiency Three-Prong Test Related To Fuel Substitution."
"August 01, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=311115373""><span style=""color:blue""><u>COMMENTS</u></span></a>","Oracle Utilities","Comments on Proposed Decision adopting energy efficiency goals for 2020-2030."
"July 31, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310066073""><span style=""color:blue""><u>EXPARTE</u></span></a>","Southern California Gas Company","SUMMARY:  Southern California Gas Company reports a telephone communication with Sandy Goldberg, advisor to Cmmr. Rechtschaffen. The communication occurred on July 26, 2019."
"July 31, 2019","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=310065463""><span style=""color:blue""><u>EXPARTE</u></span></a>","CPUC / Commissioner Randolph's Office / Chief of Staff Peterson","[By Decisionmaker] SUMMARY:  On July 22, 2019, Rachel Peterson, advisor to Cmmr. Randolph met in San Francisco with representative(s) of Southern California Gas Company. Leuwam Tesfai, advisor to Cmmr. Shiroma participated by telephone. Also present was Gregory Von Wald, intern. "
